conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,like_count,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username
1987747017347444784,Mon Nov 10 04:59:54 +0000 2025,990,"Dari semula, saya menduga kalau Prabowo jadi Presiden, dia akan berusaha sekuat tenaga spy Soeharto bisa jadi pahlawan. Tapi masih saja banyak yg memilih Prabowo. Kebutaan sejarah &amp; politik di Indonesia masih membuat banyak rakyat tertipu.   Hari ini, kekhawatiran saya terbukti. https://t.co/nmmSTBlgMW",1987747017347444784,https://pbs.twimg.com/media/G5XlQ9zX0AA0g-J.jpg,,in,990,London - UK,15,20,546,https://twitter.com/SoeTjenMarching/status/1987747017347444784,221832208,SoeTjenMarching
1986754634179084524,Fri Nov 07 11:16:31 +0000 2025,3449,"Biro Buzzer di Kementerian Pertanian  Kementerian Pertanian mengerahkan birokrat, mahasiswa, dan pelajar untuk menyerang Tempo. Menggaungkan citra positif Menteri Pertanian Amran Sulaiman. https://t.co/8KgbGbrdfn",1986754634179084524,https://pbs.twimg.com/amplify_video_thumb/1986752157375496192/img/4HNKYUYkD5tLN_r3.jpg,,in,3449,,109,170,1617,https://twitter.com/BocorAlusPol/status/1986754634179084524,1671179729477701633,BocorAlusPol
1987727735427633640,Mon Nov 10 03:43:16 +0000 2025,685,UDAH DIBILANGIN.   Emang negara ini ga siap buat hadapin terorisme politik sayap kanan ekstrim. https://t.co/o5Jc4rpPVK,1987727735427633640,https://pbs.twimg.com/media/G5XT1mXa8AAKK4L.jpg,,in,685,In your phone,4,11,225,https://twitter.com/tilehopper/status/1987727735427633640,1249662133916192768,tilehopper
1987705288586379458,Mon Nov 10 02:14:05 +0000 2025,906,"Negara ini terlalu sibuk untuk memberi tanda jasa kepada koruptor dan komprador. Sibuk memodifikasi statistik dan kepuasan publik. Rajin menjilat agar jabatan tetap mengkilat, dan menggarong hak rakyat untuk amunisi politik.  Jahanam kalian semua!!  https://t.co/ODiNt0UR5a https://t.co/DZ9G85ehN4",1987705288586379458,https://pbs.twimg.com/media/G5W_bEObMAAIdRw.jpg,,in,906,,22,103,329,https://twitter.com/islah_bahrawi/status/1987705288586379458,1619899748387000322,islah_bahrawi
1987712237725798745,Mon Nov 10 02:41:42 +0000 2025,795,"dari fish it aku belajar. jika manusia akan seperti pemerintah indonesia jika sedang diatas.  streamer or pejabat akan dikasih kemewahan, sedangkan rakyat jelata diminta bayar pajak/robux dengan fasilitas ikan teri.  sekian TALON, KAMI PAMIT. terimakasih sudah menemani fish! https://t.co/mD57EJiTWS",1987712237725798745,https://pbs.twimg.com/media/G5XFvvkWAAAc0BM.jpg,,in,795,🚨pengaduang tag @meomancing,35,38,131,https://twitter.com/fishitfess/status/1987712237725798745,1937782067666014208,fishitfess
1987755894973849725,Mon Nov 10 05:35:10 +0000 2025,310,"Lubang bekas galian tambang itu bahaya banget karena selain merusak lingkungan, juga udah terbukti memakan korban. Terus, pemerintah ngapain aja? https://t.co/PtM47Boz1Y",1987755894973849725,https://pbs.twimg.com/media/G5Xtcp4aUAAt0UQ.jpg,,in,310,,0,6,117,https://twitter.com/catchmeupco/status/1987755894973849725,1162545299614662656,catchmeupco
1985233231424393319,Mon Nov 03 06:31:00 +0000 2025,92,"Kerugian petani tembus hingga Rp600 miliar setahun, semua gara-gara kios nakal yang jual pupuk di atas harga resmi. Ada 2.039 kios dari total 27.319 kios, ketahuan main harga dan pemerintah langsung cabut izinnya! https://t.co/fnBdPAe0Rr",1985233231424393319,https://pbs.twimg.com/media/G4zyfd0b0AEzSVt.jpg,,in,92,Jakarta Selatan - Indonesia,0,50,23,https://twitter.com/kementan/status/1985233231424393319,104695582,kementan
1985693926091866312,Tue Nov 04 13:01:39 +0000 2025,19,"Kalau beginian dijual bebas, Pertanol (Pertamina Etanol) bisa keringetan ..   CC Bahenol (Bahlil Etanol) @bahlillahadalia  @pertamina  —-  Btw, pemerintah harusnya mendorong dan mensupport prestasi anak bangsa.  Ini penemuan yang justru bisa menguntungkan negara kita juga. https://t.co/5tkkMQgbM1",1985693926091866312,https://pbs.twimg.com/media/G46aC2gbQAMgks9.jpg,,in,19,"Jakarta, Indonesia",0,4,3,https://twitter.com/MariaAlkaff_/status/1985693926091866312,77654478,MariaAlkaff_
1986409762712424894,Thu Nov 06 12:26:07 +0000 2025,1513,"💚 tbh magang yg digaji pemerintah ini oke bgt buat fg yg masih minim pengalaman kek sender 🥹 bismillah doain sender keterima yaak katanya doa 40 orang bisa dikabulin, udah cape bgt ditolak sana sini 😭 https://t.co/TuZWrstk47",1986409762712424894,https://pbs.twimg.com/media/G5ElJt6WcAAbl_t.jpg,,in,1513,Indonesia,20,72,114,https://twitter.com/tanyakanrl/status/1986409762712424894,1331650559518990336,tanyakanrl
1987763727282864638,Mon Nov 10 06:06:18 +0000 2025,367,"di buku biografinya, soeharto mengakui bahwa dia yang memerintahkan petrus.  bbrp tahun lalu, presiden jokowi atas nama pemerintah indonesia meminta maaf atas pelanggaran ham berat, termasuk petrus.  pahlawan dan pelanggaran ham berat.   https://t.co/XrhwOZvs1n https://t.co/IZ30kAwHMu",1987763727282864638,https://pbs.twimg.com/media/G5Xz9QSaMAA5xOO.jpg,,in,367,"ÜT: -7.779415,110.375618",3,4,267,https://twitter.com/lantip/status/1987763727282864638,17523128,lantip
